path,x_min,y_min,x_max,y_max,class
images/train/0000316030.jpg,360,80,497,397,sodabottle
images/train/0000317121.jpg,314,141,408,337,sodabottle
images/train/0000318134.jpg,306,114,400,334,sodabottle
images/train/0000319125.jpg,258,155,450,308,sodabottle
images/train/0000320158.jpg,308,166,466,299,sodabottle
images/train/0000321169.jpg,161,179,278,372,sodabottle
images/train/0000322206.jpg,301,211,412,300,sodabottle
images/train/0000323271.jpg,495,246,584,440,sodabottle
images/train/0000324366.jpg,261,113,401,309,sodabottle
images/train/0000325342.jpg,316,118,396,320,sodabottle
images/train/0000326402.jpg,319,174,525,285,sodabottle
images/train/0000327405.jpg,308,108,387,296,sodabottle
images/train/0000328448.jpg,248,188,453,292,sodabottle
images/train/0000329482.jpg,451,137,514,267,sodabottle
images/train/0000330527.jpg,394,140,545,366,sodabottle
images/train/0000331609.jpg,316,147,381,300,sodabottle
images/train/0000353833.jpg,347,144,477,343,squeezer
images/train/0000354897.jpg,339,164,406,279,squeezer
images/train/0000355950.jpg,204,149,363,282,squeezer
images/train/0000356958.jpg,318,193,422,297,squeezer
images/train/0000358034.jpg,248,144,411,307,squeezer
images/train/0000359042.jpg,239,159,390,284,squeezer
images/train/0000360069.jpg,296,140,471,332,squeezer
images/train/0000361164.jpg,314,242,442,375,squeezer
images/train/0000362241.jpg,281,184,407,301,squeezer
images/train/0000363269.jpg,252,142,415,284,squeezer
images/train/0000364315.jpg,326,152,543,281,squeezer
images/train/0000365329.jpg,224,56,558,436,squeezer
images/train/0000366330.jpg,275,135,426,312,squeezer
images/train/0000367359.jpg,295,173,432,292,squeezer
images/train/0000368399.jpg,414,167,526,290,squeezer
images/train/0000369392.jpg,331,158,412,261,squeezer
images/train/0000370461.jpg,303,186,459,276,squeezer
images/train/0000371449.jpg,306,163,481,294,squeezer
images/train/0000372516.jpg,250,167,381,311,squeezer
images/train/0000373581.jpg,331,171,473,301,squeezer
images/train/0000374638.jpg,145,180,276,301,squeezer
images/train/0000375692.jpg,266,173,361,326,sunglasses
images/train/0000376737.jpg,343,167,419,310,sunglasses
images/train/0000377792.jpg,273,135,475,234,sunglasses
images/train/0000378859.jpg,297,150,485,255,sunglasses
images/train/0000379903.jpg,398,181,555,238,sunglasses
images/train/0000380917.jpg,308,164,456,259,sunglasses
images/train/0000381961.jpg,385,290,583,397,sunglasses
images/train/0000382978.jpg,308,160,479,274,sunglasses
images/train/0000384028.jpg,296,101,387,295,sunglasses
images/train/0000385056.jpg,306,168,478,248,sunglasses
images/train/0000386061.jpg,273,168,453,244,sunglasses
images/train/0000387127.jpg,277,230,392,279,sunglasses
images/train/0000388157.jpg,299,178,409,244,sunglasses
images/train/0000389216.jpg,263,129,451,302,sunglasses
images/train/0000390231.jpg,166,203,371,292,sunglasses
images/train/0000391242.jpg,339,150,550,230,sunglasses
images/train/0000171251.jpg,85,182,231,338,mug
images/train/0000173367.jpg,191,165,328,297,mug
images/train/0000175478.jpg,201,175,342,304,mug
images/train/0000177579.jpg,454,183,583,294,mug
images/train/0000179668.jpg,248,204,390,344,mug
images/train/0000181691.jpg,419,138,569,277,mug
images/train/0000183776.jpg,146,191,302,328,mug
images/train/0000185849.jpg,336,200,409,275,mug
images/train/0000187964.jpg,321,211,411,272,mug
images/train/0000190060.jpg,139,175,318,300,mug
images/train/0000214415.jpg,317,192,444,284,pencilcase
images/train/0000216500.jpg,237,123,607,377,pencilcase
images/train/0000218599.jpg,328,212,428,295,pencilcase
images/train/0000220669.jpg,324,213,426,273,pencilcase
images/train/0000222833.jpg,148,199,361,324,pencilcase
images/train/0000224934.jpg,299,219,409,288,pencilcase
images/train/0000226950.jpg,175,148,569,340,pencilcase
images/train/0000229058.jpg,332,179,542,296,pencilcase
images/train/0000231191.jpg,130,153,620,366,pencilcase
images/train/0000233278.jpg,237,156,607,358,pencilcase
images/train/0000277101.jpg,165,150,334,362,ringbinder
images/train/0000279160.jpg,241,150,386,303,ringbinder
images/train/0000281255.jpg,365,153,568,289,ringbinder
images/train/0000283364.jpg,294,163,489,306,ringbinder
images/train/0000285427.jpg,274,136,430,335,ringbinder
images/train/0000287509.jpg,352,144,495,321,ringbinder
images/train/0000289592.jpg,246,180,487,297,ringbinder
images/train/0000291630.jpg,313,185,484,315,ringbinder
images/train/0000293730.jpg,228,170,447,315,soapdispenser
images/train/0000295789.jpg,287,109,401,296,soapdispenser
images/train/0000297825.jpg,520,121,640,286,soapdispenser
images/train/0000299891.jpg,323,189,520,327,soapdispenser
images/train/0000301959.jpg,229,221,349,284,soapdispenser
images/train/0000304054.jpg,224,168,450,293,soapdispenser
images/train/0000306156.jpg,307,142,395,343,soapdispenser
images/train/0000308281.jpg,274,126,368,303,soapdispenser
images/train/0000310327.jpg,273,219,474,299,sodabottle
images/train/0000312454.jpg,360,152,512,306,sodabottle
images/train/0000314561.jpg,200,154,416,399,sodabottle
images/train/0000316688.jpg,340,183,434,329,sodabottle
images/train/0000318741.jpg,331,140,422,336,sodabottle
images/train/0000320768.jpg,294,155,377,352,sodabottle
images/train/0000322857.jpg,430,150,474,258,sodabottle
images/train/0000324949.jpg,296,82,423,422,sodabottle
images/train/0000326991.jpg,327,173,389,294,sodabottle
images/train/0000329061.jpg,316,162,418,324,sodabottle
images/train/0000331195.jpg,326,150,458,322,sodabottle
images/train/0000354465.jpg,328,164,491,274,squeezer
images/train/0000356553.jpg,321,150,435,273,squeezer
images/train/0000358645.jpg,253,176,389,308,squeezer
images/train/0000360741.jpg,231,156,385,282,squeezer
images/train/0000362849.jpg,303,145,406,266,squeezer
images/train/0000364921.jpg,315,184,438,291,squeezer
images/train/0000366943.jpg,300,172,477,326,squeezer
images/train/0000369001.jpg,306,167,409,277,squeezer
images/train/0000371059.jpg,218,177,403,281,squeezer
images/train/0000373154.jpg,318,173,437,291,squeezer
images/train/0000375263.jpg,210,190,381,294,sunglasses
images/train/0000377387.jpg,366,87,472,281,sunglasses
images/train/0000379487.jpg,268,187,397,246,sunglasses
images/train/0000381522.jpg,313,212,459,283,sunglasses
images/train/0000383596.jpg,186,201,291,253,sunglasses
images/train/0000385660.jpg,248,222,418,327,sunglasses
images/train/0000387736.jpg,303,164,459,320,sunglasses
images/train/0000389826.jpg,107,142,497,355,sunglasses
images/train/0000391823.jpg,202,173,384,238,sunglasses
images/train/0000169780.jpg,337,175,472,318,mug
images/train/0000170820.jpg,311,120,484,296,mug
images/train/0000171900.jpg,269,128,494,323,mug
images/train/0000172932.jpg,312,183,434,311,mug
images/train/0000173990.jpg,244,210,429,400,mug
images/train/0000175059.jpg,319,204,398,273,mug
images/train/0000176113.jpg,279,124,480,332,mug
images/train/0000177149.jpg,327,221,397,291,mug
images/train/0000178217.jpg,257,229,365,347,mug
images/train/0000179274.jpg,273,111,569,411,mug
images/train/0000180270.jpg,224,143,423,323,mug
images/train/0000181274.jpg,300,123,478,316,mug
images/train/0000182290.jpg,266,242,449,381,mug
images/train/0000183354.jpg,295,168,446,308,mug
images/train/0000184404.jpg,235,89,331,199,mug
images/train/0000185432.jpg,299,175,433,323,mug
images/train/0000186485.jpg,358,193,499,296,mug
images/train/0000187555.jpg,343,200,471,357,mug
images/train/0000188611.jpg,362,190,573,341,mug
images/train/0000189637.jpg,250,134,408,283,mug
images/train/0000212951.jpg,357,219,538,395,pencilcase
images/train/0000213986.jpg,314,148,416,338,pencilcase
images/train/0000215050.jpg,184,237,348,361,pencilcase
images/train/0000216062.jpg,293,170,433,327,pencilcase
images/train/0000217128.jpg,269,160,497,314,pencilcase
images/train/0000218153.jpg,287,180,515,370,pencilcase
images/train/0000219214.jpg,303,175,508,360,pencilcase
images/train/0000220268.jpg,359,154,451,346,pencilcase
images/train/0000221336.jpg,354,205,558,341,pencilcase
images/train/0000222411.jpg,373,93,465,321,pencilcase
images/train/0000223455.jpg,300,184,418,356,pencilcase
images/train/0000224498.jpg,288,213,543,337,pencilcase
images/train/0000225551.jpg,130,77,310,450,pencilcase
images/train/0000226566.jpg,313,175,444,321,pencilcase
images/train/0000227598.jpg,350,232,454,358,pencilcase
images/train/0000228629.jpg,359,166,491,348,pencilcase
images/train/0000229677.jpg,261,211,516,468,pencilcase
images/train/0000230727.jpg,325,182,478,318,pencilcase
images/train/0000231797.jpg,259,199,467,344,pencilcase
images/train/0000232835.jpg,330,147,493,371,pencilcase
images/train/0000275630.jpg,442,97,636,296,ringbinder
images/train/0000276684.jpg,298,101,537,374,ringbinder
images/train/0000277692.jpg,215,175,440,354,ringbinder
images/train/0000278732.jpg,173,187,344,402,ringbinder
images/train/0000279808.jpg,240,148,445,346,ringbinder
images/train/0000280837.jpg,318,133,465,215,ringbinder
images/train/0000281884.jpg,301,181,462,284,ringbinder
images/train/0000282944.jpg,279,168,474,300,ringbinder
images/train/0000283992.jpg,414,174,589,315,ringbinder
images/train/0000284989.jpg,306,117,493,273,ringbinder
images/train/0000286050.jpg,319,168,423,362,ringbinder
images/train/0000287080.jpg,397,152,509,347,ringbinder
images/train/0000288151.jpg,297,132,412,255,ringbinder
images/train/0000289176.jpg,357,164,426,280,ringbinder
images/train/0000290238.jpg,337,118,505,313,ringbinder
images/train/0000291221.jpg,295,172,412,315,ringbinder
images/train/0000292238.jpg,272,167,439,311,ringbinder
images/train/0000293303.jpg,238,147,388,320,soapdispenser
images/train/0000294335.jpg,300,156,408,342,soapdispenser
images/train/0000295397.jpg,272,175,507,348,soapdispenser
images/train/0000296401.jpg,262,206,498,364,soapdispenser
images/train/0000297449.jpg,311,151,404,301,soapdispenser
images/train/0000298451.jpg,303,98,432,303,soapdispenser
images/train/0000299501.jpg,413,100,521,259,soapdispenser
images/train/0000300511.jpg,253,163,455,256,soapdispenser
images/train/0000301558.jpg,228,181,569,394,soapdispenser
images/train/0000302599.jpg,320,125,440,358,soapdispenser
images/train/0000303647.jpg,266,143,609,329,soapdispenser
images/train/0000304671.jpg,295,7,494,425,soapdispenser
images/train/0000305752.jpg,299,110,437,300,soapdispenser
images/train/0000306773.jpg,90,155,211,349,soapdispenser
images/train/0000307823.jpg,265,185,414,315,soapdispenser
images/train/0000308899.jpg,234,194,361,394,soapdispenser
images/train/0000309914.jpg,286,152,365,309,soapdispenser
images/train/0000310977.jpg,251,147,377,331,sodabottle
images/train/0000312052.jpg,272,112,368,355,sodabottle
images/train/0000313100.jpg,337,99,434,259,sodabottle
images/train/0000314162.jpg,391,152,477,325,sodabottle
images/train/0000315182.jpg,323,122,415,308,sodabottle
images/train/0000316255.jpg,489,139,587,343,sodabottle
images/train/0000317311.jpg,334,108,431,354,sodabottle
images/train/0000318328.jpg,331,106,408,296,sodabottle
images/train/0000319337.jpg,313,160,516,271,sodabottle
images/train/0000320371.jpg,286,155,356,295,sodabottle
images/train/0000321399.jpg,149,196,338,413,sodabottle
images/train/0000322424.jpg,280,129,479,285,sodabottle
images/train/0000323487.jpg,241,153,445,364,sodabottle
images/train/0000324580.jpg,256,191,466,270,sodabottle
images/train/0000325565.jpg,247,215,349,324,sodabottle
images/train/0000326599.jpg,291,203,510,318,sodabottle
images/train/0000327601.jpg,276,181,465,282,sodabottle
images/train/0000328657.jpg,251,162,414,290,sodabottle
images/train/0000329715.jpg,271,151,360,330,sodabottle
images/train/0000330734.jpg,281,150,406,320,sodabottle
images/train/0000331802.jpg,430,141,511,324,sodabottle
images/train/0000354037.jpg,309,143,431,352,squeezer
images/train/0000355114.jpg,218,125,328,324,squeezer
images/train/0000356167.jpg,289,114,394,225,squeezer
images/train/0000357172.jpg,333,215,433,312,squeezer
images/train/0000358224.jpg,287,191,402,319,squeezer
images/train/0000359254.jpg,336,180,436,284,squeezer
images/train/0000360279.jpg,302,169,443,339,squeezer
images/train/0000361372.jpg,340,198,500,324,squeezer
images/train/0000362449.jpg,304,153,426,276,squeezer
images/train/0000363486.jpg,224,209,333,317,squeezer
images/train/0000364524.jpg,289,145,438,270,squeezer
images/train/0000365539.jpg,328,177,424,288,squeezer
images/train/0000366540.jpg,400,187,503,278,squeezer
images/train/0000367556.jpg,263,179,375,300,squeezer
images/train/0000368599.jpg,316,138,484,302,squeezer
images/train/0000369615.jpg,281,176,385,265,squeezer
images/train/0000370646.jpg,419,169,595,284,squeezer
images/train/0000371670.jpg,352,155,461,327,squeezer
images/train/0000372740.jpg,245,127,435,301,squeezer
images/train/0000373801.jpg,336,164,460,300,squeezer
images/train/0000374831.jpg,146,180,408,310,sunglasses
images/train/0000375908.jpg,331,163,487,286,sunglasses
images/train/0000376959.jpg,350,140,481,305,sunglasses
images/train/0000378004.jpg,459,157,640,249,sunglasses
images/train/0000379060.jpg,300,176,487,249,sunglasses
images/train/0000380096.jpg,359,187,435,291,sunglasses
images/train/0000381113.jpg,175,176,376,279,sunglasses
images/train/0000382180.jpg,190,139,407,287,sunglasses
images/train/0000383182.jpg,336,198,413,242,sunglasses
images/train/0000384247.jpg,295,133,442,258,sunglasses
images/train/0000385257.jpg,332,277,491,353,sunglasses
images/train/0000386261.jpg,302,149,475,253,sunglasses
images/train/0000387332.jpg,324,255,514,329,sunglasses
images/train/0000388375.jpg,230,176,404,272,sunglasses
images/train/0000389403.jpg,286,119,490,229,sunglasses
images/train/0000390418.jpg,224,177,467,309,sunglasses
images/train/0000391424.jpg,347,85,433,248,sunglasses
images/train/0000169997.jpg,294,173,448,324,mug
images/train/0000171030.jpg,270,140,481,350,mug
images/train/0000172101.jpg,333,197,405,270,mug
images/train/0000173137.jpg,343,209,411,272,mug
images/train/0000174199.jpg,401,246,553,401,mug
images/train/0000175258.jpg,359,212,444,290,mug
images/train/0000176306.jpg,228,184,354,300,mug
images/train/0000177359.jpg,195,179,331,311,mug
images/train/0000178437.jpg,295,165,462,317,mug
images/train/0000179480.jpg,280,194,399,309,mug
images/train/0000180462.jpg,327,85,510,313,mug
images/train/0000181469.jpg,281,122,449,312,mug
images/train/0000182513.jpg,286,249,450,406,mug
images/train/0000183561.jpg,326,223,385,276,mug
images/train/0000184604.jpg,345,179,487,313,mug
images/train/0000185656.jpg,166,152,341,305,mug
images/train/0000186699.jpg,313,250,530,436,mug
images/train/0000187769.jpg,307,201,475,319,mug
images/train/0000188812.jpg,330,277,492,441,mug
images/train/0000189831.jpg,330,206,408,276,mug
images/train/0000213153.jpg,176,75,347,358,pencilcase
images/train/0000214215.jpg,316,184,476,287,pencilcase
images/train/0000215256.jpg,100,197,392,480,pencilcase
images/train/0000216281.jpg,321,114,568,354,pencilcase
images/train/0000217343.jpg,361,218,460,297,pencilcase
images/train/0000218374.jpg,348,126,473,346,pencilcase
images/train/0000219421.jpg,298,275,437,365,pencilcase
images/train/0000220471.jpg,281,206,521,327,pencilcase
images/train/0000221546.jpg,261,232,508,479,pencilcase
images/train/0000222624.jpg,316,220,402,289,pencilcase
images/train/0000223687.jpg,1,70,351,283,pencilcase
images/train/0000224723.jpg,309,166,640,344,pencilcase
images/train/0000225762.jpg,173,138,568,471,pencilcase
images/train/0000226750.jpg,262,178,501,335,pencilcase
images/train/0000227798.jpg,272,116,619,344,pencilcase
images/train/0000228858.jpg,221,155,617,375,pencilcase
images/train/0000229883.jpg,283,181,516,368,pencilcase
images/train/0000230962.jpg,237,182,495,302,pencilcase
images/train/0000232005.jpg,180,146,435,365,pencilcase
images/train/0000233075.jpg,280,189,503,328,pencilcase
images/train/0000275839.jpg,339,134,495,256,ringbinder
images/train/0000276891.jpg,325,136,443,283,ringbinder
images/train/0000277909.jpg,271,117,489,319,ringbinder
images/train/0000278957.jpg,294,162,489,430,ringbinder
images/train/0000280026.jpg,294,109,439,302,ringbinder
images/train/0000281048.jpg,263,141,389,317,ringbinder
images/train/0000282100.jpg,275,94,514,430,ringbinder
images/train/0000283150.jpg,292,102,481,283,ringbinder
images/train/0000284183.jpg,405,170,553,303,ringbinder
images/train/0000285225.jpg,254,119,414,274,ringbinder
images/train/0000286259.jpg,371,85,640,398,ringbinder
images/train/0000287285.jpg,306,161,448,336,ringbinder
images/train/0000288352.jpg,294,99,441,367,ringbinder
images/train/0000289387.jpg,278,197,387,409,ringbinder
images/train/0000290438.jpg,302,105,405,288,ringbinder
images/train/0000291435.jpg,323,180,510,376,ringbinder
images/train/0000292435.jpg,325,110,480,321,ringbinder
images/train/0000293515.jpg,287,187,441,350,soapdispenser
images/train/0000294566.jpg,394,117,504,297,soapdispenser
images/train/0000295579.jpg,259,139,477,302,soapdispenser
images/train/0000296603.jpg,345,161,522,324,soapdispenser
images/train/0000297635.jpg,310,137,458,348,soapdispenser
images/train/0000298669.jpg,315,148,475,306,soapdispenser
images/train/0000299692.jpg,397,136,506,305,soapdispenser
images/train/0000300734.jpg,311,148,486,297,soapdispenser
images/train/0000301760.jpg,302,123,467,275,soapdispenser
images/train/0000302806.jpg,347,172,401,270,soapdispenser
images/train/0000303856.jpg,260,173,506,335,soapdispenser
images/train/0000304870.jpg,385,125,490,317,soapdispenser
images/train/0000305938.jpg,299,171,473,379,soapdispenser
images/train/0000306984.jpg,272,112,381,206,soapdispenser
images/train/0000308045.jpg,350,159,420,281,soapdispenser
images/train/0000309093.jpg,288,135,400,309,soapdispenser
images/train/0000310114.jpg,386,221,509,399,soapdispenser
images/train/0000311185.jpg,310,71,377,302,sodabottle
images/train/0000312245.jpg,304,140,431,271,sodabottle
images/train/0000313316.jpg,296,187,405,312,sodabottle
images/train/0000314369.jpg,210,184,287,321,sodabottle
images/train/0000315387.jpg,288,137,389,318,sodabottle
images/train/0000316485.jpg,366,217,460,283,sodabottle
images/train/0000317519.jpg,304,141,472,281,sodabottle
images/train/0000318525.jpg,294,105,398,343,sodabottle
images/train/0000319548.jpg,337,140,554,265,sodabottle
images/train/0000320581.jpg,307,167,358,295,sodabottle
images/train/0000321590.jpg,320,174,479,384,sodabottle
images/train/0000322640.jpg,331,139,394,282,sodabottle
images/train/0000323704.jpg,351,176,514,305,sodabottle
images/train/0000324775.jpg,304,17,451,453,sodabottle
images/train/0000325782.jpg,268,180,421,384,sodabottle
images/train/0000326788.jpg,325,116,415,281,sodabottle
images/train/0000327825.jpg,320,197,484,380,sodabottle
images/train/0000328869.jpg,297,154,389,325,sodabottle
images/train/0000329931.jpg,202,152,440,303,sodabottle
images/train/0000330974.jpg,297,122,372,301,sodabottle
images/train/0000332023.jpg,397,166,471,312,sodabottle
images/train/0000354263.jpg,265,155,499,299,squeezer
images/train/0000355326.jpg,321,116,491,292,squeezer
images/train/0000356359.jpg,290,166,397,276,squeezer
images/train/0000357396.jpg,371,193,466,293,squeezer
images/train/0000358445.jpg,328,169,455,309,squeezer
images/train/0000359462.jpg,265,190,394,302,squeezer
images/train/0000360508.jpg,289,214,431,328,squeezer
images/train/0000361574.jpg,273,181,357,250,squeezer
images/train/0000362645.jpg,277,169,375,283,squeezer
images/train/0000363696.jpg,443,201,572,299,squeezer
images/train/0000364724.jpg,293,152,448,275,squeezer
images/train/0000365739.jpg,349,171,477,314,squeezer
images/train/0000366746.jpg,297,172,432,290,squeezer
images/train/0000367761.jpg,326,183,406,259,squeezer
images/train/0000368791.jpg,327,173,482,323,squeezer
images/train/0000369839.jpg,305,179,440,315,squeezer
images/train/0000370849.jpg,279,123,430,335,squeezer
images/train/0000371875.jpg,325,102,458,349,squeezer
images/train/0000372960.jpg,401,204,548,325,squeezer
images/train/0000374027.jpg,307,161,424,280,squeezer
images/train/0000375061.jpg,150,292,211,356,sunglasses
images/train/0000376117.jpg,181,112,614,305,sunglasses
images/train/0000377170.jpg,319,111,419,319,sunglasses
images/train/0000378227.jpg,395,90,540,358,sunglasses
images/train/0000379282.jpg,356,165,445,332,sunglasses
images/train/0000380305.jpg,266,217,413,315,sunglasses
images/train/0000381324.jpg,253,126,560,244,sunglasses
images/train/0000382377.jpg,295,175,450,316,sunglasses
images/train/0000383384.jpg,32,161,275,283,sunglasses
images/train/0000384452.jpg,325,143,431,303,sunglasses
images/train/0000385455.jpg,359,151,565,282,sunglasses
images/train/0000386483.jpg,140,171,540,314,sunglasses
images/train/0000387538.jpg,230,184,399,294,sunglasses
images/train/0000388611.jpg,232,297,403,385,sunglasses
images/train/0000389630.jpg,309,140,540,277,sunglasses
images/train/0000390616.jpg,303,227,505,354,sunglasses
images/train/0000391612.jpg,350,174,538,241,sunglasses
images/train/0000170193.jpg,263,265,439,421,mug
images/train/0000171251.jpg,85,182,231,338,mug
images/train/0000172312.jpg,315,183,444,334,mug
images/train/0000173367.jpg,191,165,328,297,mug
images/train/0000174405.jpg,328,212,474,359,mug
images/train/0000175478.jpg,201,175,342,304,mug
images/train/0000176511.jpg,319,184,445,318,mug
images/train/0000177579.jpg,454,183,583,294,mug
images/train/0000178635.jpg,315,170,467,329,mug
images/train/0000179668.jpg,248,204,390,344,mug
images/train/0000180661.jpg,330,189,489,321,mug
images/train/0000181691.jpg,419,138,569,277,mug
images/train/0000182740.jpg,313,166,473,334,mug
images/train/0000183776.jpg,146,191,302,328,mug
images/train/0000184821.jpg,289,120,431,285,mug
images/train/0000185849.jpg,336,200,409,275,mug
images/train/0000186913.jpg,226,159,478,338,mug
images/train/0000187964.jpg,321,211,411,272,mug
images/train/0000189022.jpg,263,97,442,320,mug
images/train/0000190060.jpg,139,175,318,300,mug
images/train/0000213361.jpg,260,72,478,379,pencilcase
images/train/0000214415.jpg,317,192,444,284,pencilcase
images/train/0000215471.jpg,250,62,423,477,pencilcase
images/train/0000216500.jpg,237,123,607,377,pencilcase
images/train/0000217547.jpg,292,175,462,405,pencilcase
images/train/0000218599.jpg,328,212,428,295,pencilcase
images/train/0000219628.jpg,301,228,483,407,pencilcase
images/train/0000220669.jpg,324,213,426,273,pencilcase
images/train/0000221750.jpg,228,87,423,381,pencilcase
images/train/0000222833.jpg,148,199,361,324,pencilcase
images/train/0000223884.jpg,308,184,453,411,pencilcase
images/train/0000224934.jpg,299,219,409,288,pencilcase
images/train/0000225968.jpg,222,88,501,480,pencilcase
images/train/0000226950.jpg,175,148,569,340,pencilcase
images/train/0000228003.jpg,149,93,506,402,pencilcase
images/train/0000229058.jpg,332,179,542,296,pencilcase
images/train/0000230100.jpg,210,79,443,360,pencilcase
images/train/0000231191.jpg,130,153,620,366,pencilcase
images/train/0000232205.jpg,27,130,380,417,pencilcase
images/train/0000233278.jpg,237,156,607,358,pencilcase
images/train/0000276056.jpg,325,95,492,285,ringbinder
images/train/0000277101.jpg,165,150,334,362,ringbinder
images/train/0000278115.jpg,261,220,465,305,ringbinder
images/train/0000279160.jpg,241,150,386,303,ringbinder
images/train/0000280237.jpg,344,184,412,266,ringbinder
images/train/0000281255.jpg,365,153,568,289,ringbinder
images/train/0000282313.jpg,462,166,575,319,ringbinder
images/train/0000283364.jpg,294,163,489,306,ringbinder
images/train/0000284384.jpg,312,188,484,281,ringbinder
images/train/0000285427.jpg,274,136,430,335,ringbinder
images/train/0000286462.jpg,259,208,495,446,ringbinder
images/train/0000287509.jpg,352,144,495,321,ringbinder
images/train/0000288546.jpg,308,54,454,330,ringbinder
images/train/0000289592.jpg,246,180,487,297,ringbinder
images/train/0000290636.jpg,343,183,508,274,ringbinder
images/train/0000291630.jpg,313,185,484,315,ringbinder
images/train/0000292651.jpg,370,184,442,272,ringbinder
images/train/0000293730.jpg,228,170,447,315,soapdispenser
images/train/0000294773.jpg,368,160,599,403,soapdispenser
images/train/0000295789.jpg,287,109,401,296,soapdispenser
images/train/0000296814.jpg,271,165,415,335,soapdispenser
images/train/0000297825.jpg,520,121,640,286,soapdispenser
images/train/0000298893.jpg,320,199,504,297,soapdispenser
images/train/0000299891.jpg,323,189,520,327,soapdispenser
images/train/0000300942.jpg,306,123,425,396,soapdispenser
images/train/0000301959.jpg,229,221,349,284,soapdispenser
