path,x_min,y_min,x_max,y_max,class
Fruits_train/20190815_094424.jpg,156,257,264,361,object
Fruits_train/20190815_094427.jpg,146,273,273,375,object
Fruits_train/20190815_094427.jpg,209,442,307,534,object
Fruits_train/20190815_094440.jpg,253,202,395,331,object
Fruits_train/20190815_094443.jpg,236,198,418,357,object
Fruits_train/20190815_094446.jpg,268,163,416,305,object
Fruits_train/20190815_094448.jpg,251,156,423,298,object
Fruits_train/20190815_094451.jpg,269,185,509,371,object
Fruits_train/20190815_094453.jpg,170,224,332,420,object
Fruits_train/20190815_094456.jpg,145,262,316,443,object
Fruits_train/20190815_094500.jpg,244,224,384,392,object
Fruits_train/20190815_094502.jpg,223,269,395,453,object
Fruits_train/20190815_094504.jpg,228,280,394,443,object
Fruits_train/20190815_094506.jpg,229,253,386,426,object
Fruits_train/20190815_094514.jpg,129,233,283,462,object
Fruits_train/20190815_094517.jpg,196,252,353,507,object
Fruits_train/20190815_094519.jpg,185,277,321,517,object
Fruits_train/20190815_094521.jpg,161,248,328,500,object
Fruits_train/20190815_094530.jpg,79,260,254,413,object
Fruits_train/20190815_094530.jpg,265,344,401,489,object
Fruits_train/20190815_094538.jpg,144,192,317,365,object
Fruits_train/20190815_094538.jpg,343,259,484,446,object
Fruits_train/20190815_094541.jpg,296,338,497,496,object
Fruits_train/20190815_094541.jpg,133,256,288,413,object
Fruits_train/20190815_094543.jpg,131,253,286,413,object
Fruits_train/20190815_094543.jpg,297,337,493,495,object
Fruits_train/20190815_094546.jpg,4,197,209,351,object
Fruits_train/20190815_094546.jpg,211,248,380,413,object
Fruits_train/20190815_094548.jpg,242,263,401,427,object
Fruits_train/20190815_094548.jpg,67,171,259,329,object
Fruits_train/20190815_094550.jpg,84,282,231,397,object
Fruits_train/20190815_094550.jpg,230,354,337,466,object
Fruits_train/20190815_094551.jpg,235,336,347,444,object
Fruits_train/20190815_094551.jpg,100,274,238,386,object
Fruits_train/20190815_094553.jpg,85,254,237,374,object
Fruits_train/20190815_094553.jpg,226,318,334,427,object
Fruits_train/20190815_094554.jpg,238,330,347,437,object
Fruits_train/20190815_094554.jpg,103,269,250,384,object
Fruits_train/20190815_094557.jpg,298,316,426,445,object
Fruits_train/20190815_094557.jpg,170,263,287,385,object
Fruits_train/20190815_094602.jpg,301,288,428,409,object
Fruits_train/20190815_094602.jpg,150,228,302,349,object
Fruits_train/20190815_094602.jpg,175,432,300,543,object
Fruits_train/20190815_094603.jpg,179,429,289,541,object
Fruits_train/20190815_094603.jpg,302,292,412,411,object
Fruits_train/20190815_094603.jpg,154,223,298,356,object
Fruits_train/20190815_094605.jpg,109,218,254,337,object
Fruits_train/20190815_094605.jpg,259,258,384,369,object
Fruits_train/20190815_094605.jpg,125,403,253,527,object
Fruits_train/20190815_094606.jpg,127,400,252,526,object
Fruits_train/20190815_094606.jpg,265,259,379,378,object
Fruits_train/20190815_094606.jpg,101,218,261,338,object
Fruits_train/20190815_094609.jpg,429,118,576,258,object
Fruits_train/20190815_094609.jpg,372,236,503,360,object
Fruits_train/20190815_094609.jpg,237,100,349,233,object
Fruits_train/20190815_094610.jpg,225,105,343,228,object
Fruits_train/20190815_094610.jpg,352,239,486,376,object
Fruits_train/20190815_094610.jpg,411,128,552,271,object
Fruits_train/20190815_094615.jpg,193,128,306,241,object
Fruits_train/20190815_094615.jpg,286,236,412,364,object
Fruits_train/20190815_094615.jpg,380,106,510,245,object
Fruits_train/20190815_094618.jpg,111,275,341,500,object
Fruits_train/20190815_094618.jpg,432,200,618,378,object
Fruits_train/20190815_094618.jpg,209,92,369,250,object
Fruits_train/20190815_094629.jpg,111,328,228,431,object
Fruits_train/20190815_094629.jpg,403,257,514,370,object
Fruits_train/20190815_094629.jpg,416,73,520,244,object
Fruits_train/20190815_094630.jpg,427,69,523,233,object
Fruits_train/20190815_094630.jpg,416,252,537,356,object
Fruits_train/20190815_094630.jpg,138,325,240,422,object
Fruits_train/20190815_094632.jpg,128,328,235,435,object
Fruits_train/20190815_094632.jpg,404,233,523,339,object
Fruits_train/20190815_094632.jpg,412,57,513,218,object
Fruits_train/20190815_094635.jpg,143,302,267,415,object
Fruits_train/20190815_094635.jpg,430,239,552,351,object
Fruits_train/20190815_094635.jpg,426,71,537,226,object
Fruits_train/20190815_094636.jpg,431,70,546,224,object
Fruits_train/20190815_094636.jpg,424,239,559,343,object
Fruits_train/20190815_094636.jpg,154,305,270,409,object
Fruits_train/20190815_094641.jpg,401,87,508,240,object
Fruits_train/20190815_094641.jpg,398,261,520,375,object
Fruits_train/20190815_094641.jpg,116,337,237,445,object
Fruits_train/20190815_094641.jpg,226,154,339,251,object
Fruits_train/20190815_094643.jpg,392,260,518,366,object
Fruits_train/20190815_094643.jpg,392,82,513,246,object
Fruits_train/20190815_094643.jpg,226,145,332,263,object
Fruits_train/20190815_094643.jpg,114,322,235,433,object
Fruits_train/20190815_094645.jpg,135,367,265,507,object
Fruits_train/20190815_094645.jpg,441,236,580,368,object
Fruits_train/20190815_094645.jpg,244,111,386,246,object
Fruits_train/20190815_094645.jpg,435,40,560,224,object
Fruits_train/20190815_094646.jpg,422,36,543,212,object
Fruits_train/20190815_094646.jpg,426,233,563,362,object
Fruits_train/20190815_094646.jpg,118,362,255,494,object
Fruits_train/20190815_094646.jpg,234,109,370,248,object
Fruits_train/20190815_094649.jpg,444,241,583,379,object
Fruits_train/20190815_094649.jpg,455,56,562,222,object
Fruits_train/20190815_094649.jpg,243,96,385,236,object
Fruits_train/20190815_094649.jpg,74,294,221,427,object
Fruits_train/20190815_094650.jpg,86,296,214,432,object
Fruits_train/20190815_094650.jpg,414,247,586,385,object
Fruits_train/20190815_094650.jpg,449,58,567,243,object
Fruits_train/20190815_094650.jpg,243,99,372,236,object
Fruits_train/20190815_094701.jpg,96,143,237,276,object
Fruits_train/20190815_094701.jpg,334,297,451,408,object
Fruits_train/20190815_094701.jpg,180,459,299,567,object
Fruits_train/20190815_094701.jpg,317,466,475,563,object
Fruits_train/20190815_094708.jpg,316,456,447,581,object
Fruits_train/20190815_094708.jpg,106,326,253,450,object
Fruits_train/20190815_094708.jpg,270,143,391,274,object
Fruits_train/20190815_094709.jpg,268,137,430,280,object
Fruits_train/20190815_094709.jpg,115,321,253,447,object
Fruits_train/20190815_094709.jpg,317,455,449,590,object
Fruits_train/20190815_094719.jpg,235,401,359,511,object
Fruits_train/20190815_094719.jpg,119,316,240,428,object
Fruits_train/20190815_094719.jpg,265,167,401,294,object
Fruits_train/20190815_094722.jpg,242,163,370,306,object
Fruits_train/20190815_094722.jpg,89,311,217,451,object
Fruits_train/20190815_094722.jpg,212,388,345,510,object
Fruits_train/20190815_094723.jpg,217,394,343,519,object
Fruits_train/20190815_094723.jpg,108,332,223,450,object
Fruits_train/20190815_094723.jpg,249,172,365,289,object
Fruits_train/20190815_094726.jpg,225,204,350,328,object
Fruits_train/20190815_094726.jpg,94,365,207,468,object
Fruits_train/20190815_094726.jpg,211,420,312,533,object
Fruits_train/20190815_094727.jpg,215,425,317,535,object
Fruits_train/20190815_094727.jpg,108,366,221,474,object
Fruits_train/20190815_094727.jpg,231,211,349,334,object
Fruits_train/20190815_094736.jpg,130,187,305,328,object
Fruits_train/20190815_094736.jpg,202,385,322,504,object
Fruits_train/20190815_094736.jpg,317,447,436,569,object
Fruits_train/20190815_094737.jpg,320,457,431,561,object
Fruits_train/20190815_094737.jpg,190,390,323,512,object
Fruits_train/20190815_094737.jpg,141,203,303,326,object
Fruits_train/20190815_094739.jpg,154,212,309,333,object
Fruits_train/20190815_094739.jpg,176,363,296,496,object
Fruits_train/20190815_094739.jpg,288,455,418,587,object
Fruits_train/20190815_094745.jpg,174,193,354,337,object
Fruits_train/20190815_094745.jpg,236,401,383,548,object
Fruits_train/20190815_094746.jpg,235,413,384,541,object
Fruits_train/20190815_094746.jpg,170,196,353,347,object
Fruits_train/20190815_094748.jpg,175,180,337,322,object
Fruits_train/20190815_094748.jpg,201,369,345,517,object
Fruits_train/20190815_094749.jpg,201,377,350,513,object
Fruits_train/20190815_094749.jpg,170,172,351,338,object
Fruits_train/20190815_094752.jpg,156,211,328,353,object
Fruits_train/20190815_094752.jpg,191,410,329,536,object
Fruits_train/20190815_094753.jpg,192,422,333,535,object
Fruits_train/20190815_094753.jpg,151,211,346,368,object
Fruits_train/20190815_094758.jpg,143,291,380,464,object
Fruits_train/20190815_094806.jpg,114,362,323,511,object
Fruits_train/20190815_094806.jpg,268,244,413,380,object
Fruits_train/20190815_094808.jpg,216,204,398,350,object
Fruits_train/20190815_094808.jpg,73,333,266,517,object
Fruits_train/20191022_122506.jpg,204,278,333,384,object
Fruits_train/20191022_122520.jpg,201,282,315,363,object
Fruits_train/20191022_122535.jpg,240,295,368,371,object
Fruits_train/20191022_122625.jpg,191,288,296,352,object
Fruits_train/20191022_122631.jpg,187,247,332,345,object
Fruits_train/20191022_122636.jpg,184,279,329,383,object
Fruits_train/20191022_122646.jpg,198,244,347,328,object
Fruits_train/20191022_122650.jpg,186,277,296,348,object
Fruits_train/20191022_122700.jpg,178,279,271,402,object
Fruits_train/20191022_123549.jpg,136,258,322,374,object
Fruits_train/20191022_123554.jpg,102,254,332,342,object
Fruits_train/20191022_123559.jpg,166,211,298,316,object
Fruits_train/20191022_123602.jpg,138,233,306,332,object
Fruits_train/20191022_123606.jpg,130,271,304,363,object
Fruits_train/20191122_114008.jpg,175,225,254,336,object
Fruits_train/20191122_114012.jpg,129,199,299,388,object
Fruits_train/20191122_114015.jpg,192,110,399,449,object
Fruits_train/20191122_114019.jpg,82,225,200,419,object
Fruits_train/20191122_114027.jpg,272,119,396,267,object
Fruits_train/20191122_114030.jpg,207,178,358,388,object
Fruits_train/20191122_114032.jpg,260,167,342,285,object
Fruits_train/20191122_114038.jpg,211,184,373,281,object
Fruits_train/20191122_114041.jpg,178,110,385,283,object
Fruits_train/20191122_114044.jpg,238,129,348,220,object
Fruits_train/20191122_114123.jpg,74,109,395,503,object
Fruits_train/20191122_114135.jpg,192,146,283,282,object
Fruits_train/20191122_114138.jpg,127,49,327,239,object
Fruits_train/20191122_114146.jpg,98,56,449,372,object
Fruits_train/20191122_114148.jpg,175,178,316,298,object
Fruits_train/20191122_114151.jpg,148,224,371,319,object
Fruits_train/20191122_114236.jpg,214,132,311,347,object
Fruits_train/20191122_114238.jpg,140,175,325,366,object
Fruits_train/20191122_114244.jpg,58,113,161,261,object
Fruits_train/20191122_114246.jpg,48,156,198,308,object
Fruits_train/20191122_114249.jpg,167,245,391,388,object
Fruits_train/20191122_114308.jpg,239,163,346,261,object
Fruits_train/20191122_114311.jpg,166,91,336,247,object
Fruits_train/20191122_114319.jpg,181,123,270,214,object
Fruits_train/20191122_114323.jpg,123,113,298,290,object
Fruits_train/20191122_114326.jpg,227,200,441,405,object
Fruits_train/20191122_114352.jpg,190,148,333,293,object
Fruits_train/20191122_114356.jpg,112,86,270,239,object
Fruits_train/20191122_114408.jpg,230,75,359,201,object
Fruits_train/20191122_114427.jpg,119,221,264,369,object
Fruits_train/20191122_114433.jpg,196,177,294,272,object
Fruits_train/20191122_114445.jpg,134,96,269,224,object
Fruits_train/20191122_114450.jpg,356,195,438,280,object
Fruits_train/20191122_114457.jpg,125,84,263,211,object
Fruits_train/20191122_114509.jpg,276,223,406,350,object
Fruits_train/20191122_114616.jpg,117,253,237,378,object
Fruits_train/20191122_114624.jpg,125,172,363,410,object
Fruits_train/20191122_114630.jpg,201,17,335,153,object
Fruits_train/20191122_114712.jpg,109,151,277,317,object
Fruits_train/20191122_114718.jpg,260,88,377,195,object
Fruits_train/20191122_114724.jpg,255,140,381,256,object
Fruits_train/20191122_114743.jpg,87,159,340,423,object
Fruits_train/20191122_114747.jpg,115,138,366,373,object
Fruits_train/20191122_114754.jpg,90,145,274,326,object
Fruits_train/20191122_114804.jpg,107,226,262,381,object
Fruits_train/20191122_114806.jpg,249,191,367,308,object
Fruits_train/20191122_114831.jpg,188,59,411,262,object
Fruits_train/20191122_114839.jpg,152,95,378,297,object
Fruits_train/20191122_114848.jpg,59,146,251,342,object
Fruits_train/20191122_114854.jpg,220,188,335,304,object
Fruits_train/20191122_124127.jpg,178,419,272,513,object
Fruits_train/20191122_124127.jpg,159,207,284,312,object
Fruits_train/20191122_124127.jpg,184,2,271,92,object
Fruits_train/20191122_124134.jpg,337,129,413,213,object
Fruits_train/20191122_124134.jpg,199,212,256,330,object
Fruits_train/20191122_124134.jpg,40,329,124,410,object
Fruits_train/20191122_124139.jpg,436,121,538,223,object
Fruits_train/20191122_124139.jpg,207,67,327,171,object
Fruits_train/20191122_124139.jpg,6,8,98,95,object
Fruits_train/20191122_124152.jpg,162,245,246,325,object
Fruits_train/20191122_124152.jpg,259,404,357,504,object
Fruits_train/20191122_124152.jpg,107,47,169,177,object
Fruits_train/20191122_124204.jpg,293,74,400,188,object
Fruits_train/20191122_124204.jpg,198,257,285,345,object
Fruits_train/20191122_124204.jpg,116,430,210,532,object
Fruits_train/20191122_124213.jpg,50,38,170,150,object
Fruits_train/20191122_124213.jpg,336,300,444,417,object
Fruits_train/20191122_124213.jpg,256,138,352,236,object
Fruits_train/20191122_124213.jpg,437,242,552,365,object
Fruits_train/20191122_124223.jpg,74,221,204,280,object
Fruits_train/20191122_124223.jpg,108,106,201,193,object
Fruits_train/20191122_124223.jpg,279,151,354,223,object
Fruits_train/20191122_124223.jpg,417,73,506,152,object
Fruits_train/20191122_124233.jpg,153,239,227,313,object
Fruits_train/20191122_124233.jpg,131,168,238,238,object
Fruits_train/20191122_124233.jpg,125,78,211,153,object
Fruits_train/20191122_124233.jpg,274,63,348,135,object
Fruits_train/20191122_124241.jpg,236,286,386,432,object
Fruits_train/20191122_124241.jpg,56,16,181,136,object
Fruits_train/20191122_124241.jpg,195,40,269,182,object
Fruits_train/20191122_124241.jpg,313,45,443,184,object
Fruits_train/20191122_124301.jpg,267,1,396,117,object
Fruits_train/20191122_124301.jpg,119,34,256,166,object
Fruits_train/20191122_124301.jpg,53,161,200,294,object
Fruits_train/20191122_124301.jpg,331,186,445,404,object
Fruits_train/20191122_124314.jpg,169,95,274,230,object
Fruits_train/20191122_124314.jpg,26,269,154,388,object
Fruits_train/20191122_124314.jpg,164,292,291,428,object
Fruits_train/20191122_124314.jpg,293,222,416,347,object
Fruits_train/20191122_124324.jpg,224,285,326,382,object
Fruits_train/20191122_124324.jpg,105,269,213,368,object
Fruits_train/20191122_124324.jpg,30,163,139,272,object
Fruits_train/20191122_124324.jpg,199,93,351,196,object
Fruits_train/20191122_124620.jpg,51,206,266,519,object
Fruits_train/20191122_124620.jpg,296,7,423,109,object
Fruits_train/20191122_124648.jpg,334,4,431,101,object
Fruits_train/20191122_124648.jpg,39,244,187,528,object
Fruits_train/20191122_124704.jpg,35,269,271,399,object
Fruits_train/20191122_124704.jpg,251,117,404,266,object
Fruits_train/20191122_124711.jpg,40,48,229,226,object
Fruits_train/20191122_124711.jpg,335,76,517,342,object
Fruits_train/20191122_124741.jpg,19,290,208,487,object
Fruits_train/20191122_124741.jpg,170,97,341,266,object
Fruits_train/20191122_124741.jpg,246,295,397,440,object
Fruits_train/20191122_124757.jpg,197,34,283,127,object
Fruits_train/20191122_124757.jpg,433,192,569,323,object
Fruits_train/20191122_124757.jpg,4,71,121,177,object
Fruits_train/20191122_124809.jpg,139,399,265,543,object
Fruits_train/20191122_124809.jpg,182,161,272,265,object
Fruits_train/20191122_124809.jpg,172,24,265,115,object
Fruits_train/20191122_124819.jpg,178,442,285,562,object
Fruits_train/20191122_124819.jpg,61,325,170,438,object
Fruits_train/20191122_124819.jpg,111,13,211,117,object
Fruits_train/20191122_124826.jpg,427,153,565,267,object
Fruits_train/20191122_124826.jpg,10,108,128,211,object
Fruits_train/20191122_124826.jpg,153,59,248,145,object
Fruits_train/20191122_124956.jpg,30,416,156,551,object
Fruits_train/20191122_124956.jpg,185,353,257,526,object
Fruits_train/20191122_124956.jpg,282,40,389,150,object
Fruits_train/20191122_125005.jpg,242,421,354,543,object
Fruits_train/20191122_125005.jpg,176,69,294,197,object
Fruits_train/20191122_125005.jpg,24,95,178,221,object
Fruits_train/20191122_125017.jpg,343,57,465,184,object
Fruits_train/20191122_125017.jpg,16,221,135,323,object
Fruits_train/20191122_125017.jpg,411,194,567,338,object
Fruits_train/20191122_125038.jpg,406,9,542,138,object
Fruits_train/20191122_125038.jpg,35,192,161,300,object
Fruits_train/20191122_125038.jpg,348,157,508,323,object
Fruits_train/20191122_125047.jpg,139,474,308,562,object
Fruits_train/20191122_125047.jpg,219,60,370,203,object
Fruits_train/20191122_125047.jpg,59,11,203,167,object
Fruits_train/20191122_125635.jpg,66,336,256,530,object
Fruits_train/20191122_125635.jpg,203,17,354,283,object
Fruits_train/20191122_125637.jpg,146,21,315,251,object
Fruits_train/20191122_125637.jpg,43,321,237,521,object
Fruits_train/20191122_125647.jpg,158,126,283,175,object
Fruits_train/20191122_125647.jpg,261,180,348,263,object
Fruits_train/20191122_125703.jpg,426,38,526,134,object
Fruits_train/20191122_125703.jpg,158,256,236,411,object
Fruits_train/20191122_130356.jpg,189,187,432,348,object
Fruits_train/20191122_130356.jpg,156,327,330,513,object
Fruits_train/20191122_130356.jpg,2,60,174,231,object
Fruits_train/20191122_130405.jpg,43,118,194,260,object
Fruits_train/20191122_130405.jpg,121,321,263,466,object
Fruits_train/20191122_130405.jpg,249,174,389,361,object
Fruits_train/20191122_130412.jpg,274,163,364,334,object
Fruits_train/20191122_130412.jpg,189,322,303,443,object
Fruits_train/20191122_130412.jpg,71,157,194,290,object
Fruits_train/20191122_130419.jpg,150,296,235,378,object
Fruits_train/20191122_130419.jpg,273,273,351,347,object
Fruits_train/20191122_130419.jpg,189,195,297,278,object
Fruits_train/20191122_130426.jpg,217,12,315,135,object
Fruits_train/20191122_130426.jpg,248,303,352,401,object
Fruits_train/20191122_130426.jpg,80,324,176,419,object
Fruits_train/20191122_130434.jpg,124,423,245,554,object
Fruits_train/20191122_130434.jpg,296,301,414,407,object
Fruits_train/20191122_130434.jpg,69,14,232,140,object
Fruits_train/20191122_130442.jpg,65,42,218,151,object
